Time	RAW:MW2	RAW:PROMIDA	RAW:PROMIDB	RAW:IAC	RAW:CT	RAW:MPH	RAW:MAP	RAW:RPM	RAW:TPS	RAW:INT	RAW:O2	RAW:MALFFLG1	RAW:MALFFLG2	RAW:MALFFLG3	RAW:MWAF1	RAW:VOLT	RAW:MCU2IO	RAW:KNOCK_CNT	RAW:BLM	RAW:O2_CNT	SENSOR:PROMID	SENSOR:IAC	SENSOR:Coolant Temp	SENSOR:SPEED	SENSOR:MAP	SENSOR:RPM	SENSOR:TPS	SENSOR:INT	SENSOR:O2	SENSOR:Battery Voltage	SENSOR:Knock counter	SENSOR:BLM	SENSOR:rich / lean counter	MW2:Vss Pulse Occured	MW2:ESC 43B Ready for second Pwr Enrich	MW2:DRP Occured	MW2:Factory Test Mode (3.9k Ohms	MW2:Diagnostic Mode (0 Ohms)	MW2:ALDL Mode (10k Ohms)	MW2:1st time Idle Flag / High Bat Voltage	MW2:Idle / Cool Flag	MWAF1:Clear Flood Flag / Not Closed Loop	MWAF1:BLM Enable Flag	MWAF1:Low Battery (IAC Inhibited)	MWAF1:4-3 Downshift for TCC unlock	MWAF1:Asynchronous Fuel Flag	MWAF1:Old High Gear Flag	MWAF1:Rich Flag	MWAF1:Closed Loop Flag	MCU2IO:AIR Divert Solenoid ON	MCU2IO:AIR Divert Solenoid ON	MCU2IO:A/C Disabled	MCU2IO:TCC Locked	MCU2IO:Park/Neutral	MCU2IO:No High Gear	MCU2IO:Not Used	MCU2IO:No A/C Requested	MALFFLG1:24  VSS (Vehicle Speed Sensor)	MALFFLG1:23  IAT / MAT low (Air Temperature)	MALFFLG1:22  TPS low (Throttle Position Sensor)	MALFFLG1:21  TPS high (Throttle Position Sensor)	MALFFLG1:15  CT low (Coolant Temperature)	MALFFLG1:14  CT high (Coolant Temperature)	MALFFLG1:13  Oxygen sensor	MALFFLG1:12  Engine not running	MALFFLG2:42  EST (Electronic Spark Timing)	MALFFLG2:41  Not Used	MALFFLG2:35  Not Used	MALFFLG2:34  MAP low (Manifold Air Pressure)	MALFFLG2:33  MAP high (Manifold Air Pressure)	MALFFLG2:32  EGR (Exhaust Gas Recirculation)	MALFFLG2:31  Governor Fail	MALFFLG2:25  IAT / MAT high (Air Temperature)	MALFFLG3:52  CAL Pack missing	MALFFLG3:53  Not Used	MALFFLG3:54  Fuel Pump Relay Faliure	MALFFLG3:55  ADU error	MALFFLG3:51  PROM error	MALFFLG3:45  O2 rich (Oxygen sensor)	MALFFLG3:44  O2 lean (Oxygen sensor)	MALFFLG3:43  Knock ESC
80.7	0	24	147	145	178	0	104	105	28	128	227	0	0	0	64	138	128	123	125	15	6291	145	81.7	0	48.7	2625	0.2	128	1.003	13.8	123	125	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81.9	132	24	147	128	178	0	58	55	28	128	230	0	0	0	64	138	128	199	125	15	6291	128	81.7	0	31.8	1375	0.2	128	1.017	13.8	199	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83.1	132	24	147	100	178	0	58	50	28	128	229	0	0	0	64	138	128	19	125	15	6291	100	81.7	0	31.8	1250	0.2	128	1.012	13.8	19	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84.3	132	24	147	92	177	0	58	44	28	128	228	0	0	0	64	139	128	95	125	15	6291	92	82.4	0	31.8	1100	0.2	128	1.008	13.9	95	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85.5	132	24	147	90	177	0	59	43	28	128	228	0	0	0	64	139	128	171	125	15	6291	90	82.4	0	32.1	1075	0.2	128	1.008	13.9	171	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86.7	132	24	147	90	177	0	59	44	28	128	228	0	0	0	64	139	128	247	125	15	6291	90	82.4	0	32.1	1100	0.2	128	1.008	13.9	247	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87.9	128	24	147	89	176	0	58	45	28	128	228	0	0	0	64	138	128	67	125	15	6291	89	83.0	0	31.8	1125	0.2	128	1.008	13.8	67	125	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89.1	132	24	147	89	176	0	58	44	28	128	228	0	0	0	64	139	128	143	125	15	6291	89	83.0	0	31.8	1100	0.2	128	1.008	13.9	143	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90.3	132	24	147	88	175	0	59	44	28	128	228	0	0	0	64	138	128	219	125	15	6291	88	83.7	0	32.1	1100	0.2	128	1.008	13.8	219	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91.5	132	24	147	88	175	0	58	45	28	128	228	0	0	0	64	139	128	39	125	15	6291	88	83.7	0	31.8	1125	0.2	128	1.008	13.9	39	125	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92.7	128	24	147	88	175	0	58	44	28	128	228	0	0	0	64	138	128	115	125	15	6291	88	83.7	0	31.8	1100	0.2	128	1.008	13.8	115	125	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93.9	128	24	147	195	174	0	88	70	28	128	1	0	0	0	4	0	240	138	125	16	6291	195	84.4	0	42.8	1750	0.2	128	0.004	0.0	138	125	16	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95.1	128	24	147	6	174	0	183	70	28	128	1	0	0	0	4	0	240	138	125	16	6291	6	84.4	0	77.9	1750	0.2	128	0.004	0.0	138	125	16	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
